time,amplitude
0.0,0.2706849839399938
0.0005,0.9172129088896173
0.001,1.5751371788744724
0.0015,1.810496301495354
0.002,1.7589870504898804
0.0025,1.3848470213322632
0.003,1.0159513996180722
0.0035,0.9289001547438006
0.004,0.5368369522743742
0.0045000000000000005,0.7117889806941093
0.005,0.5166711665364205
0.0055,0.10987536595827505
0.006,-0.17226672637714793
0.006500000000000001,-0.5438756162368871
0.007,-0.5858101628145884
0.0075,-0.07043122457683362
0.008,0.4952812430370231
0.0085,1.4628753676165653
0.009000000000000001,2.22578673211165
0.0095,2.4441441165914624
0.01,2.443728851654294
0.0105,2.306344372685602
0.011,1.5318844506848215
0.0115,1.159804833196783
0.012,0.9354554553684598
0.0125,0.7461595654599218
0.013000000000000001,0.47568816870469993
0.0135,0.13189736330329346
0.014,-0.2636620981869757
0.0145,-0.8147735963147322
0.015,-1.0895100947757406
0.0155,-1.1487685948218291
0.016,-0.8974524715426739
0.0165,-0.309489285865432
0.017,0.364693757773912
0.0175,1.0456659157762753
0.018000000000000002,1.200702383501565
0.0185,1.2603067388508284
0.019,0.693996714099921
0.0195,0.38259042050359876
0.02,-0.3418844250423463
0.0205,-0.5292976201825564
0.021,-0.896739757531754
0.021500000000000002,-1.0455149305564566
0.022,-1.306661813273294
0.0225,-1.8694546406692811
0.023,-2.2586851032899355
0.0235,-2.3764337224017433
0.024,-2.063761526043835
0.0245,-1.8168791748780149
0.025,-1.0755325340010573
0.025500000000000002,-0.2699124902622763
0.026000000000000002,0.3293743460448155
0.0265,0.47288413049283246
0.027,0.4518511577669324
0.0275,0.17426282969737422
0.028,-0.3719830484035649
0.0285,-0.3484720323849637
0.029,-0.7882436728303658
0.029500000000000002,-0.7125983692117657
0.03,-0.8944093983285785
0.0305,-0.9926061704334832
0.031,-1.5593944688780852
0.0315,-1.7245734654561156
0.032,-1.641638560219308
0.0325,-1.2065471736611837
0.033,-0.5877314853070491
0.0335,0.49089706501693753
0.034,0.9978898446567204
0.0345,1.5438407370284717
0.035,1.7901352370519887
0.035500000000000004,1.5430808303617092
0.036000000000000004,1.1696480280045913
0.0365,1.158969127937541
0.037,0.9119960900111471
0.0375,0.49298555207845596
0.038,0.6913443034277884
0.0385,0.4976684375250519
0.039,-0.05455763744044673
0.0395,-0.17218637110429855
0.04,-0.658100676239078
0.0405,-0.4733692399939911
0.041,0.002785925019169834
0.0415,0.7825943592716654
0.042,1.5591005271646294
0.0425,2.1634626251938296
0.043000000000000003,2.34413315936395
0.043500000000000004,2.5039489893274163
0.044,2.0674222943460956
0.0445,1.498885172169223
0.045,1.0973860355554064
0.0455,1.0031791890685164
0.046,0.694620986323768
0.0465,0.2670004973306087
0.047,-0.06822117071902692
0.0475,-0.40596851023059616
0.048,-1.1548866606871357
0.0485,-1.288820017565488
0.049,-1.0374988451795006
0.0495,-0.7884912151646047
0.05,0.16067798612360337
0.0505,0.5546120146278536
0.051000000000000004,0.971039749363878
0.051500000000000004,1.0691655081521767
0.052000000000000005,0.9617721446145585
0.0525,0.46769228599122903
0.053,-0.048027352473279813
0.0535,-0.3464627463986117
0.054,-0.710905586329902
0.0545,-0.8370905601244507
0.055,-1.08932939697769
0.0555,-1.5168145821834438
0.056,-2.1088375085012205
0.0565,-2.259510172804205
0.057,-2.4134746446177098
0.0575,-2.058010624275973
0.058,-1.4222796780223224
0.0585,-0.7728373555192019
0.059000000000000004,0.05929220658460044
0.059500000000000004,0.3530643303922176
0.06,0.5700340037458606
0.0605,0.13932804625179157
0.061,0.017633195060170567
0.0615,-0.37583382576522556
0.062,-0.7599153239221736
0.0625,-0.6737094710684085
0.063,-0.8690973269542084
0.0635,-0.7989468401269194
0.064,-1.288187639241378
0.0645,-1.386066618580902
0.065,-1.6985204116620245
0.0655,-1.704328834402009
0.066,-1.0678453852313852
0.0665,-0.2725860725336331
0.067,0.6710319249786785
0.0675,1.153966536417155
0.068,1.6845697943155054
0.0685,1.6897950739506278
0.069,1.5454421643945002
0.0695,1.2210860703681001
0.07,0.9657969035669104
0.07050000000000001,0.8410946786645788
0.07100000000000001,0.6574563025464809
0.07150000000000001,0.6127724177409706
0.07200000000000001,0.2410698093775282
0.0725,-0.11271365025838448
0.073,-0.3616202984667738
0.0735,-0.5012014027870033
0.074,-0.41294926860562065
0.0745,0.45842616425503
0.075,0.9028607434049695
0.0755,1.6036200019086655
0.076,2.392616469447436
0.0765,2.4942349791960488
0.077,2.294873264914669
0.0775,1.790744186940205
0.078,1.269431260654302
0.0785,1.0236205069074162
0.079,0.7785076501967109
0.0795,0.5502196697072252
0.08,0.2519208735180883
0.0805,-0.05884393065011356
0.081,-0.7799533205294996
0.0815,-1.26093214144805
0.082,-1.2503900653534088
0.0825,-1.1637966689151837
0.083,-0.7327338576637803
0.0835,0.3863385268282211
0.084,0.8655429783895846
0.0845,1.1190526841899613
0.085,1.1142798994296501
0.0855,0.9964172585587121
0.08600000000000001,0.4574344948876869
0.08650000000000001,-0.02366754626316614
0.08700000000000001,-0.42591114305056865
0.08750000000000001,-0.8134116705483811
0.088,-0.961477607567967
0.0885,-1.3702755872250234
0.089,-1.4995386252663216
0.0895,-2.241607918757414
0.09,-2.5441105373046184
0.0905,-2.539085627719267
0.091,-1.8849770671443047
0.0915,-1.4317533132881812
0.092,-0.415316081619692
0.0925,0.19458417429925323
0.093,0.47190721135699
0.0935,0.7173874291910511
0.094,0.13641026849178015
0.0945,-0.11910272387345755
0.095,-0.5873512432741377
0.0955,-0.7176195710620203
0.096,-0.6632416333498268
0.0965,-0.9455076841913285
0.097,-1.1042022616557625
0.0975,-1.3479379833498821
0.098,-1.6857229199190154
0.0985,-1.8016328377266753
0.099,-1.4789740884350613
0.0995,-1.0659109477824253
0.1,-0.027951021452365336
0.1005,0.960670679625283
0.101,1.6595416764943736
0.1015,1.8296683985676918
0.10200000000000001,1.7092413390973684
0.10250000000000001,1.433542650203237
0.10300000000000001,1.0241660904954368
0.10350000000000001,0.9645335368093355
0.10400000000000001,0.8289363626014293
0.1045,0.5839858592933493
0.105,0.3088227066920391
0.1055,0.2123007114881221
0.106,-0.06514588836719012
0.1065,-0.5127782458085206
0.107,-0.4658657632622482
0.1075,-0.12467885936031925
0.108,0.5750790953076771
0.1085,1.3163829081088425
0.109,1.8723695209700821
0.1095,2.460483617843507
0.11,2.383618732364554
0.1105,2.139886227738949
0.111,1.791396132180989
0.1115,1.0917906884175541
0.112,1.0352990876352393
0.1125,0.599447730741017
0.113,0.4009594067728532
0.1135,0.23434990583226661
0.114,-0.22425828678088222
0.1145,-0.904115880218859
0.115,-1.2563465118219241
0.1155,-1.3342187783781676
0.116,-0.9332280593852998
0.1165,-0.07380076206882707
0.117,0.47758229684584436
0.11750000000000001,0.8977889218361468
0.11800000000000001,1.1991891014698934
0.11850000000000001,0.9366220858617167
0.11900000000000001,0.6612541740519774
0.11950000000000001,0.2527818323849428
0.12,-0.383470643055259
0.1205,-0.4618868690011983
0.121,-0.6244940587692254
0.1215,-0.9525857944533969
0.122,-1.4643478287899934
0.1225,-1.7595903525063465
0.123,-2.3530621239050795
0.1235,-2.546901365508224
0.124,-2.0627040586685204
0.1245,-1.8825773068780995
0.125,-1.0802843171497543
0.1255,-0.2606185781885413
0.126,0.323741543309108
0.1265,0.6530004690561487
0.127,0.47538706776944634
0.1275,0.20775299961833288
0.128,-0.20219861859006633
0.1285,-0.5053367835810963
0.129,-0.8140138627832906
0.1295,-0.7588975128592509
0.13,-1.0059590632341595
0.1305,-1.2730189982747657
0.131,-1.5502682779956523
0.1315,-1.538553184895332
0.132,-1.6093538746770768
0.1325,-1.2068680951374835
0.133,-0.6927272648613222
0.1335,0.2968683378087519
0.134,1.0764203815404212
0.1345,1.6472992205798958
0.135,1.8548582370381965
0.1355,1.602322162007476
0.136,1.319854534056261
0.1365,1.077291036945075
0.137,0.8566089193805413
0.1375,0.7878910555206522
0.138,0.31844051361619774
0.1385,0.27992908831397606
0.139,0.03459274128007944
0.1395,-0.40278563004729745
0.14,-0.620092863181093
0.1405,-0.6807363962774902
0.14100000000000001,0.08514231828944098
0.14150000000000001,0.7007214054872498
0.14200000000000002,1.4269914186773793
0.14250000000000002,2.3129085733287473
0.14300000000000002,2.3827771348732436
0.14350000000000002,2.435759652102731
0.14400000000000002,2.0237990666562333
0.1445,1.6145744340438597
0.145,0.9489878794455273
0.1455,0.8457807526721229
0.146,0.5858531569215073
0.1465,0.4260978639884847
0.147,0.24939545877444252
0.1475,-0.35642278052441484
0.148,-0.828603157231664
0.1485,-1.349963450479794
0.149,-1.0881541856908583
0.1495,-0.6902340061768503
0.15,-0.14209494759681912
0.1505,0.6983489698970116
0.151,1.210310018273013
0.1515,1.235109879278377
0.152,1.0496786675603405
0.1525,0.6437115788056093
0.153,-0.00868064130243059
0.1535,-0.16196849871551824
0.154,-0.7162708563082179
0.1545,-0.8846663887667933
0.155,-1.1593644579966382
0.1555,-1.596621437033198
0.156,-2.150894485760796
0.1565,-2.2439142559828524
0.157,-2.244156047168735
0.1575,-2.0910885230249843
0.158,-1.50839355840357
0.1585,-0.770862235220935
0.159,0.026894908333162708
0.1595,0.4825109724724174
0.16,0.49315890523681644
0.1605,0.24113928221297082
0.161,-0.3053863420249667
0.1615,-0.3816370712277368
0.162,-0.45136807380236355
0.1625,-0.7010097002644196
0.163,-0.9700895468910162
0.1635,-1.0928305359210173
0.164,-1.4678571035763321
0.1645,-1.823248980809671
0.165,-1.620448083767776
0.1655,-1.6005513868688177
0.166,-1.0520657861091578
0.1665,-0.5175480381690218
0.167,0.6390313610896675
0.1675,1.3798892545263104
0.168,1.835053852767065
0.1685,1.6427723663022413
0.169,1.393610571998731
0.1695,1.3286811684832784
0.17,0.997525667600271
0.1705,0.7438824511858801
0.171,0.7504361762478174
0.1715,0.7105706206829294
0.17200000000000001,0.3101002105781496
0.17250000000000001,-0.018789108766622424
0.17300000000000001,-0.30196219001265806
0.17350000000000002,-0.4462068125200455
0.17400000000000002,-0.32879829143502187
0.17450000000000002,0.24382352066827714
0.17500000000000002,0.8116191279549954
0.17550000000000002,1.6244390718619977
0.176,2.5393701796947896
0.1765,2.3801611095836623
0.177,2.084030928268627
0.1775,1.9887994294738411
0.178,1.5891592161366161
0.1785,0.9142662121332525
0.179,0.7864343363130257
0.1795,0.5269567772014581
0.18,0.21171090367137232
0.1805,-0.26713184163083037
0.181,-0.7533001938817856
0.1815,-1.1195253908242953
0.182,-1.1571002834503639
0.1825,-1.0162418658502692
0.183,-0.43587348153806715
0.1835,0.24962350494381255
0.184,0.828171800525408
0.1845,1.1165212784046996
0.185,1.0676191675541493
0.1855,0.7847200458695852
0.186,0.3428352132141643
0.1865,-0.25676023635848777
0.187,-0.537596364023246
0.1875,-0.6089898370118744
0.188,-1.0306301521204106
0.1885,-1.2634881143938606
0.189,-1.8451688960607167
0.1895,-2.010924536041903
0.19,-2.2782816023023464
0.1905,-2.3500749400173597
0.191,-1.9525814305500844
0.1915,-1.2183952206381246
0.192,-0.4897830617080221
0.1925,0.09487017548554307
0.193,0.5788509929982417
0.1935,0.395314344925462
0.194,0.232877440174646
0.1945,-0.041448483911857154
0.195,-0.5832597501081624
0.1955,-0.6522999045592868
0.196,-0.7373018356761871
0.1965,-1.0839523850371757
0.197,-1.1502508449992876
0.1975,-1.4096018286582284
0.198,-1.823031173978917
0.1985,-1.6600135060555892
0.199,-1.3174391450825138
0.1995,-0.706384867584069
0.2,0.2085115899809566
0.2005,0.8252174719417158
0.201,1.6034707118330103
0.2015,1.7941771376699926
0.202,1.5704695043408807
0.2025,1.322226530001156
0.203,1.060657419769555
0.20350000000000001,0.6903565781074184
0.20400000000000001,0.7363846116315875
0.20450000000000002,0.6409241993758049
0.20500000000000002,0.7526145907827427
